the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,Location,Borough,Date_Insta,POINT_X,POINT_Y,FEMAFldz,FEMAFldT,HrcEvac,NTAname
POINT (-73.93758390331578 40.852855088000425),1,Manhattan,112,10,71,31,13,Fort Washington Avenue between West 183 Street and West 185 Street,Manhattan,11/16/2022,-73.9375839,40.85285509,X,AREA OF MINIMAL FLOOD HAZARD,,Washington Heights (North)
POINT (-73.91932000094877 40.69706133848547),3,Brooklyn,304,37,53,18,7,Wilson Avenue and Bleecker Street,Brooklyn,10/06/2022,-73.91932,40.69706134,X,AREA OF MINIMAL FLOOD HAZARD,,Bushwick (West)
POINT (-73.898615037222 40.74077865625196),4,Queens,402,26,30,12,6,Queens Boulevard and 66th Street (BQE East Bound Entrance),Queens,04/10/2022,-73.898615,40.740778,X,AREA OF MINIMAL FLOOD HAZARD,,Woodside
POINT (-73.84790556665408 40.88629613049167),2,Bronx,212,12,83,36,16,Laconia Avenue and East 228 Street,Bronx,11/07/2022,-73.84790557,40.88629613,X,AREA OF MINIMAL FLOOD HAZARD,,Williamsbridge-Olinville
POINT (-73.80744070326594 40.67489691581822),4,Queens,410,28,31,10,5,Rockaway Boulevard with 131st Street and Lincoln Street,Queens,04/09/2021,-73.80744093,40.6748962,X,AREA OF MINIMAL FLOOD HAZARD,6,South Ozone Park
POINT (-73.8561479056782 40.71902990324192),4,Queens,406,29,28,15,6,Yellowstone Boulevard and Groton Street,Queens,07/13/2020,-73.85614799,40.71902922,X,AREA OF MINIMAL FLOOD HAZARD,,Forest Hills
POINT (-73.96816461408817 40.611953073862125),3,Brooklyn,312,44,45,22,9,Ocean Parkway and Avenue O,Brooklyn,05/23/2022,-73.96816461,40.61195307,X,AREA OF MINIMAL FLOOD HAZARD,6,Mapleton-Midwood (West)
POINT (-73.88653190051865 40.65448415217645),3,Brooklyn,305,42,60,19,8,Cozine Avenue and New Jersey Avenue,Brooklyn,08/05/2022,-73.8865319,40.65448415,X,AREA OF MINIMAL FLOOD HAZARD,3,East New York-New Lots
POINT (-73.95269073242149 40.72045107836834),3,Brooklyn,301,33,50,59,7,Driggs Avenue and Union Avenue (mid-block),Brooklyn,09/13/2018,-73.95269062,40.72045052,AE,,3,Williamsburg
POINT (-73.91544533230984 40.84336740357828),2,Bronx,204,14,77,32,15,Jerome Avenue and Goble Place,Bronx,04/24/2021,-73.91544521,40.84336693,X,AREA OF MINIMAL FLOOD HAZARD,,Mount Eden-Claremont (West)
POINT (-73.8151607027888 40.68225114804098),4,Queens,410,28,31,10,5,111 Avenue with 126 Street and Hawtree Creek Road,Queens,04/05/2022,-73.8151607,40.68225115,X,AREA OF MINIMAL FLOOD HAZARD,,South Ozone Park
POINT (-73.89127134733592 40.676431082320335),3,Brooklyn,305,37,54,19,7,Atlantic Avenue and Van Siclen Avenue,Brooklyn,09/08/2021,-73.89127143,40.6764305,X,AREA OF MINIMAL FLOOD HAZARD,,East New York (North)
POINT (-73.84077641394296 40.885641133259924),2,Bronx,212,12,83,36,16,Baychester Avenue between Crawford Avenue and Schieffelin Avenue (mid-block),Bronx,09/15/2022,-73.84077641,40.88564113,X,AREA OF MINIMAL FLOOD HAZARD,,Eastchester-Edenwald-Baychester
POINT (-73.89110619365087 40.69813875440844),4,Queens,405,30,38,12,7,Cooper Avenue and 64th Place,Queens,05/13/2022,-73.89110619,40.69813875,X,AREA OF MINIMAL FLOOD HAZARD,,Glendale
POINT (-74.15577653280258 40.61792341737737),5,Staten Island,501,49,63,23,11,Richmond Avenue and Deppe Place,Staten Island,01/20/2023,-74.15577653,40.61792342,X,AREA OF MINIMAL FLOOD HAZARD,,Mariner's Harbor-Arlington-Graniteville
POINT (-73.95954680238692 40.776958104809296),1,Manhattan,108,4,73,28,12,Park Avenue and East 81st Street,Manhattan,04/07/2021,-73.95954661,40.77695756,X,AREA OF MINIMAL FLOOD HAZARD,,Upper East Side-Carnegie Hill
POINT (-73.89868228753869 40.63928716169093),3,Brooklyn,318,46,59,19,8,Avenue K and East 95th Street,Brooklyn,07/02/2021,-73.89868242,40.63928664,X,AREA OF MINIMAL FLOOD HAZARD,4,Canarsie
POINT (-74.17144195434068 40.62759265459298),5,Staten Island,501,49,63,23,11,Forest Avenue and Home Depot (East Exit/Enter),Staten Island,08/06/2022,-74.17144195,40.62759265,X,AREA OF MINIMAL FLOOD HAZARD,1,Mariner's Harbor-Arlington-Graniteville
POINT (-73.94943320040734 40.634507929402396),3,Brooklyn,314,45,42,21,9,Flatbush Avenue and Glenwood Road (west leg),Brooklyn,10/12/2016,-73.94943327,40.63450751,X,AREA OF MINIMAL FLOOD HAZARD,5,Flatbush
POINT (-73.86845839210703 40.749263715403),4,Queens,404,21,34,13,14,Roosevelt Avenue and 97th Street,Queens,09/09/2022,-73.86845839,40.74926372,X,AREA OF MINIMAL FLOOD HAZARD,,Corona
POINT (-73.92503348458203 40.66073861493921),3,Brooklyn,317,41,58,19,9,Winthrop Street and East 93rd Street,Brooklyn,11/09/2020,-73.92503354,40.66073811,X,AREA OF MINIMAL FLOOD HAZARD,6,East Flatbush-Remsen Village
POINT (-73.9793799769275 40.601001449936696),3,Brooklyn,311,47,47,17,11,Avenue S and West 7th Street,Brooklyn,01/09/2020,-73.97938008,40.60100115,X,AREA OF MINIMAL FLOOD HAZARD,5,Gravesend (West)
POINT (-73.91909509977017 40.85267409843752),2,Bronx,205,14,77,31,13,Sedgwick Avenue and Undercliff Avenue,Bronx,06/24/2022,-73.9190951,40.8526741,X,AREA OF MINIMAL FLOOD HAZARD,,University Heights (South)-Morris Heights
POINT (-73.85930090953082 40.88992533896824),2,Bronx,212,12,83,36,16,White Plains Road and East 228th Street,Bronx,09/20/2022,-73.85930091,40.88992534,X,AREA OF MINIMAL FLOOD HAZARD,,Williamsbridge-Olinville
POINT (-73.90609518854849 40.674352595379666),3,Brooklyn,316,37,55,25,8,East New York Avenue at Dean Street and Sackman Street,Brooklyn,12/24/2015,-73.90609519,40.6743526,X,AREA OF MINIMAL FLOOD HAZARD,,"Ocean Hill,Brownsville"
POINT (-73.89557807806887 40.847855215020495),2,Bronx,206,15,86,32,15,3rd Avenue and East 178th Street,Bronx,07/19/2019,-73.89557799,40.84785472,X,AREA OF MINIMAL FLOOD HAZARD,,Tremont
POINT (-73.97625168203611 40.74002344226746),1,Manhattan,106,2,74,59,12,1 Avenue and East 28 Street,Manhattan,11/10/2018,-73.97625168,40.74002344,X,AREA OF MINIMAL FLOOD HAZARD,5,Murray Hill-Kips Bay
POINT (-74.10942994997833 40.578910309081806),5,Staten Island,502,50,64,24,11,South Railroad Avenue and Fremont Avenue,Staten Island,12/11/2019,-74.1094302,40.57891014,X,AREA OF MINIMAL FLOOD HAZARD,5,New Dorp-Midland Beach
POINT (-73.98710407576715 40.696130970710826),3,Brooklyn,302,33,52,26,7,Tillary Street and Jay Street,Brooklyn,10/09/2021,-73.98710408,40.69613097,X,AREA OF MINIMAL FLOOD HAZARD,,Downtown Brooklyn-DUMBO-Boerum Hill
POINT (-73.91751589242006 40.621941360715184),3,Brooklyn,318,46,59,21,8,Ralph Avenue with Avenue M and East 65th Street,Brooklyn,12/30/2020,-73.91751603,40.6219409,X,AREA OF MINIMAL FLOOD HAZARD,3,Flatlands
POINT (-73.95106819394476 40.5860255246561),3,Brooklyn,315,48,45,23,8,Voorhies Avenue and East 18th Street,Brooklyn,04/04/2017,-73.95106836,40.58602519,AE,,1,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
POINT (-73.9542923814197 40.699296090424504),3,Brooklyn,301,33,50,18,7,Flushing Avenue and Warsoff Place,Brooklyn,12/13/2016,-73.95429231,40.69929557,X,AREA OF MINIMAL FLOOD HAZARD,3,South Williamsburg
POINT (-73.87207798968485 40.7607250497184),4,Queens,403,21,35,13,14,31st Avenue and 97th Street,Queens,11/24/2021,-73.87207799,40.76072437,X,AREA OF MINIMAL FLOOD HAZARD,,East Elmhurst
POINT (-73.93315647592931 40.795052279999176),1,Manhattan,111,8,68,29,13,East 116th Street with Manhattan Center for Science and Math and East River Plaza Mall,Manhattan,06/08/2022,-73.93315648,40.79505228,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,East Harlem (North)
POINT (-73.89131060052337 40.82498237234347),2,Bronx,202,17,85,32,14,Westchester Avenue and West Farm Road,Bronx,04/05/2020,-73.89131053,40.82498183,X,AREA OF MINIMAL FLOOD HAZARD,,Longwood
POINT (-73.73889299980856 40.733018947659474),4,Queens,413,23,24,11,3,Hillside Avenue and 231st Street,Queens,07/25/2022,-73.738893,40.73301895,X,AREA OF MINIMAL FLOOD HAZARD,,Bellerose
POINT (-73.95997660795962 40.65021055673202),3,Brooklyn,314,40,42,20,9,Church Avenue and East 21st Street,Brooklyn,01/06/2022,-73.95997663,40.65021013,X,AREA OF MINIMAL FLOOD HAZARD,,Flatbush
POINT (-73.78302517541503 40.73312977164751),4,Queens,408,24,25,16,6,188 Street and 186 Lane,Queens,03/19/2021,-73.78302518,40.73312977,X,AREA OF MINIMAL FLOOD HAZARD,,Fresh Meadows-Utopia
POINT (-73.98020479448195 40.73438646797125),1,Manhattan,106,2,74,59,12,1 Avenue and East 19 Street,Manhattan,06/28/2017,-73.98020479,40.73438647,X,AREA OF MINIMAL FLOOD HAZARD,4,Stuyvesant Town-Peter Cooper Village
POINT (-73.83259945829978 40.75300841646554),4,Queens,407,20,40,16,6,College Point Boulevard and Pople Avenue,Queens,10/19/2020,-73.83259955,40.75300768,X,AREA OF MINIMAL FLOOD HAZARD,,Flushing-Willets Point
POINT (-74.16427024827861 40.54333518636428),5,Staten Island,503,51,62,24,11,Amboy Road and 1164' east of Richmond Avenue,Staten Island,02/07/2023,-74.16427025,40.54333519,X,AREA OF MINIMAL FLOOD HAZARD,,Great Kills-Eltingville
POINT (-73.85748357290004 40.74393477721737),4,Queens,404,21,39,13,14,Corona Avenue with 50th Avenue and 106th Street,Queens,02/18/2021,-73.85748362,40.74393407,X,AREA OF MINIMAL FLOOD HAZARD,,Corona
POINT (-73.98381177061856 40.74079109641741),1,Manhattan,105,2,74,59,12,Lexington Avenue and East 25th Street,Manhattan,03/01/2017,-73.98381155,40.74079054,X,AREA OF MINIMAL FLOOD HAZARD,,Gramercy
POINT (-73.75868970862389 40.66476110469844),4,Queens,413,31,31,10,5,145 Avenue and Springfield Boulevard,Queens,06/05/2018,-73.75868971,40.6647611,X,AREA OF MINIMAL FLOOD HAZARD,4,Springfield Gardens (South)-Brookville
POINT (-73.89961581622916 40.87875581679018),2,Bronx,208,14,81,31,13,Ft. Independence Street and Heath Avenue,Bronx,03/18/2022,-73.89961571,40.87875538,X,AREA OF MINIMAL FLOOD HAZARD,,Kingsbridge Heights-Van Cortlandt Village
POINT (-73.99454258115367 40.66725420843565),3,Brooklyn,307,39,51,26,10,3 Avenue and 16 Street,Brooklyn,05/25/2021,-73.99454251,40.66725381,X,AREA OF MINIMAL FLOOD HAZARD,5,Carroll Gardens-Cobble Hill-Gowanus-Red Hook
POINT (-73.93364832674247 40.79437736104885),1,Manhattan,111,8,68,29,13,Pleasant Avenue and East 115th Street,Manhattan,10/26/2022,-73.93364833,40.79437736,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,3,East Harlem (North)
POINT (-73.9109491723632 40.81362180571233),2,Bronx,201,17,84,29,15,East 149th Street and Cauldwell Avenue,Bronx,09/20/2022,-73.91094917,40.81362181,X,AREA OF MINIMAL FLOOD HAZARD,,Melrose
POINT (-73.86907812782096 40.83610228147171),2,Bronx,209,18,87,34,14,Cross Bronx Expressway North Service Road and Commonwealth Avenue,Bronx,02/03/2023,-73.86907813,40.83610228,X,AREA OF MINIMAL FLOOD HAZARD,6,Soundview-Bruckner-Bronx River
POINT (-73.83054528554013 40.77022320266565),4,Queens,407,20,40,16,6,31st Road and 138th Street,Queens,04/25/2020,-73.83054537,40.77022249,AE,,3,Flushing-Willets Point
POINT (-73.92106578709108 40.65717547510913),3,Brooklyn,317,41,58,19,9,Kings Highway and East 93rd Street,Brooklyn,10/12/2022,-73.92106579,40.65717548,X,AREA OF MINIMAL FLOOD HAZARD,6,East Flatbush-Remsen Village
POINT (-73.80913595462766 40.76407171692568),4,Queens,407,19,40,16,6,Northern Boulevard with Roosevelt Avenue and 156th Street,Queens,11/01/2016,-73.80913609,40.76407097,X,AREA OF MINIMAL FLOOD HAZARD,,Murray Hill-Broadway Flushing
POINT (-73.91387305991421 40.87135116300198),1,Manhattan,112,10,72,31,13,Broadway with West 218th Street and 10th Avenue,Manhattan,03/03/2017,-73.91387293,40.87135074,X,AREA OF MINIMAL FLOOD HAZARD,,Inwood Hill Park
POINT (-73.94704287019995 40.63633043702959),3,Brooklyn,317,45,42,21,9,Farragut Road and East 31st Street,Brooklyn,06/10/2021,-73.94704294,40.63633001,X,AREA OF MINIMAL FLOOD HAZARD,5,East Flatbush-Farragut
POINT (-73.77013300170641 40.754992274804565),4,Queens,411,23,25,16,6,48th Avenue and 211th Street,Queens,11/17/2019,-73.77013323,40.75499147,X,AREA OF MINIMAL FLOOD HAZARD,,Bayside
POINT (-73.9385687517317 40.69884908704593),3,Brooklyn,304,34,53,18,7,Broadway with Park Avenue and Park Street,Brooklyn,07/29/2022,-73.93856875,40.69884909,X,AREA OF MINIMAL FLOOD HAZARD,,Bushwick (West)
POINT (-73.79759568898078 40.70165781797922),4,Queens,412,27,32,14,5,160 Street between Liberty Avenue and Archer Avenue,Queens,12/07/2022,-73.79759569,40.70165782,X,AREA OF MINIMAL FLOOD HAZARD,,Jamaica
POINT (-73.9763551402385 40.79488033617466),1,Manhattan,107,6,69,47,12,Riverside Drive and West  94th Street,Manhattan,09/13/2017,-73.97635491,40.79487985,X,AREA OF MINIMAL FLOOD HAZARD,,Upper West Side (Central)
POINT (-73.83950951763596 40.882631576875625),2,Bronx,212,12,83,36,16,Baychester Avenue and Needham Avenue,Bronx,10/18/2022,-73.83950952,40.88263158,X,AREA OF MINIMAL FLOOD HAZARD,,Eastchester-Edenwald-Baychester
POINT (-73.92590097045891 40.772261655036075),4,Queens,401,22,36,59,14,21st Street with Astoria Boulevard and 27th Avenue,Queens,01/20/2022,-73.92590085,40.77226106,X,AREA OF MINIMAL FLOOD HAZARD,5,Old Astoria-Hallets Point
POINT (-73.81789397611679 40.68867076013896),4,Queens,410,28,24,15,5,Liberty Avenue and 127th Street,Queens,07/23/2021,-73.81789417,40.68867005,X,AREA OF MINIMAL FLOOD HAZARD,,South Ozone Park
POINT (-73.90759788805946 40.88820103756203),2,Bronx,208,11,81,33,15,Riverdale Avenue and West 238 Street,Bronx,12/01/2022,-73.90759789,40.88820104,X,AREA OF MINIMAL FLOOD HAZARD,,Riverdale-Spuyten Duyvil
POINT (-73.95772347192934 40.60579897431846),3,Brooklyn,315,48,45,22,9,Avenue R and East 15th Street,Brooklyn,03/06/2020,-73.95772359,40.60579862,X,AREA OF MINIMAL FLOOD HAZARD,5,Madison
POINT (-73.96318117807392 40.70100051029836),3,Brooklyn,301,33,52,18,7,Kent Avenue and Hooper Street,Brooklyn,11/05/2013,-73.96318118,40.70100051,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,2,South Williamsburg
POINT (-73.92497359588302 40.82952418553104),2,Bronx,204,16,84,29,15,River Avenue and East 162nd Street,Bronx,03/08/2017,-73.92497346,40.8295237,X,AREA OF MINIMAL FLOOD HAZARD,6,Yankee Stadium-Macombs Dam Park
POINT (-73.89934213088326 40.813489291762295),2,Bronx,202,8,84,29,14,Southern Boulevard and Leggett Avenue,Bronx,11/19/2020,-73.89934205,40.81348874,X,AREA OF MINIMAL FLOOD HAZARD,,Longwood
POINT (-73.90921734407507 40.851802637243864),2,Bronx,205,14,86,33,13,East Tremont Avenue and Jerome Avenue,Bronx,01/03/2019,-73.90921723,40.85180217,X,AREA OF MINIMAL FLOOD HAZARD,,University Heights (South)-Morris Heights
POINT (-73.86666118648468 40.73294751476099),4,Queens,406,29,39,12,6,Horace Harding Expressway Service Road North and 92nd Street,Queens,12/07/2019,-73.86666123,40.73294683,X,AREA OF MINIMAL FLOOD HAZARD,6,Rego Park
POINT (-73.93268442499043 40.77269947578864),4,Queens,401,22,36,59,14,8th Street and Astoria Boulevard,Queens,08/19/2021,-73.93268429,40.77269889,X,AREA OF MINIMAL FLOOD HAZARD,4,Old Astoria-Hallets Point
POINT (-73.94401768261322 40.74647891804312),4,Queens,402,26,37,59,7,Jackson Avenue with Court Square and 45 Avenue,Queens,11/15/2022,-73.94401768,40.74647892,X,AREA OF MINIMAL FLOOD HAZARD,2,Long Island City-Hunters Point
POINT (-73.98011101413078 40.77052927654614),1,Manhattan,107,6,75,28,12,Central Park West and West 63rd Street,Manhattan,10/23/2022,-73.98011101,40.77052928,X,AREA OF MINIMAL FLOOD HAZARD,,Central Park
POINT (-73.93603316269969 40.81207446430796),1,Manhattan,111,9,70,30,13,Madison Avenue and East 133rd Street,Manhattan,05/16/2017,-73.93603301,40.81207396,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4,East Harlem (North)
POINT (-74.16833917452001 40.578877356417074),5,Staten Island,502,51,63,24,11,Platinum Avenue and Ring Road,Staten Island,11/18/2022,-74.16833917,40.57887736,X,AREA OF MINIMAL FLOOD HAZARD,5,New Springville-Willowbrook-Bulls Head-Travis
POINT (-73.9031122149138 40.903867130969495),2,Bronx,208,11,81,33,15,Mosholu Avenue and West 256th Street,Bronx,11/29/2021,-73.90311209,40.90386675,X,AREA OF MINIMAL FLOOD HAZARD,,Riverdale-Spuyten Duyvil
POINT (-74.10350875422111 40.61641527267411),5,Staten Island,501,49,63,24,11,Victory Boulevard and Clove Road,Staten Island,05/01/2018,-74.10350886,40.61641509,X,AREA OF MINIMAL FLOOD HAZARD,,Westerleigh-Castleton Corners
POINT (-73.95790310618791 40.76118077931594),1,Manhattan,108,5,76,28,12,York Avenue with FDR Drive Entrance/Exit Ramps and East 63rd Street,Manhattan,09/01/2019,-73.95790292,40.7611802,X,AREA OF MINIMAL FLOOD HAZARD,4,Upper East Side-Lenox Hill-Roosevelt Island
POINT (-73.87434349607734 40.734674367334755),4,Queens,404,25,30,12,6,Queens Boulevard with 57th Avenue and Hoffman Drive,Queens,01/19/2022,-73.87434352,40.73467369,X,AREA OF MINIMAL FLOOD HAZARD,6,Elmhurst
POINT (-73.95866583732811 40.71279650668788),3,Brooklyn,301,34,53,18,7,Roebling Street and South 1st Street,Brooklyn,12/29/2020,-73.95866573,40.71279597,X,AREA OF MINIMAL FLOOD HAZARD,,Williamsburg
POINT (-73.87387858558604 40.822177351330936),2,Bronx,209,17,85,29,14,Story Avenue and Bruckner Plaza Mall Exit/Entrance (between Boynton & Morrison Avenues),Bronx,05/17/2017,-73.87387855,40.82217678,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4,Soundview-Bruckner-Bronx River
POINT (-73.9292007100281 40.850523849102444),1,Manhattan,112,10,72,31,13,Amsterdam Avenue and West 185th Street,Manhattan,05/28/2020,-73.92920056,40.85052341,X,AREA OF MINIMAL FLOOD HAZARD,,Washington Heights (North)
POINT (-73.9193949341114 40.82587820069972),2,Bronx,204,16,79,32,15,East 161st Street and Grant Avenue (mid-block),Bronx,04/02/2019,-73.91939481,40.8258777,X,AREA OF MINIMAL FLOOD HAZARD,,Concourse-Concourse Village
POINT (-74.13546141941832 40.593761296830756),5,Staten Island,502,50,63,24,11,Brielle Avenue and Sea View Hospital Entrance,Staten Island,11/28/2022,-74.13546142,40.5937613,X,AREA OF MINIMAL FLOOD HAZARD,,Todt Hill-Emerson Hill-Lighthouse Hill-Manor Heights
POINT (-73.84786792763931 40.6814865854674),4,Queens,409,32,23,15,5,Rockaway Boulevard with 103rd Avenue and 92nd Street,Queens,10/18/2022,-73.84786793,40.68148659,X,AREA OF MINIMAL FLOOD HAZARD,5,Ozone Park
POINT (-73.91337089759185 40.746031763807885),4,Queens,402,26,37,12,6,Skillman Avenue and 51 Street,Queens,01/18/2023,-73.9133709,40.74603176,X,AREA OF MINIMAL FLOOD HAZARD,,Sunnyside
POINT (-74.16050147012695 40.62653008654529),5,Staten Island,501,49,61,23,11,Forest Avenue and Harbor Road,Staten Island,05/18/2022,-74.16050147,40.62653009,X,AREA OF MINIMAL FLOOD HAZARD,4,Mariner's Harbor-Arlington-Graniteville
POINT (-73.94526538182002 40.77425140753597),1,Manhattan,108,5,76,28,12,East End Avenue and East 85th Street,Manhattan,07/16/2014,-73.94526522,40.77425084,X,AREA OF MINIMAL FLOOD HAZARD,,Upper East Side-Yorkville
POINT (-73.82004595084521 40.75848374938717),4,Queens,407,20,40,16,6,Parsons Boulevard at Franklin Avenue,Queens,09/24/2020,-73.82004595,40.75848375,X,AREA OF MINIMAL FLOOD HAZARD,,Flushing-Willets Point
POINT (-73.94123090404015 40.591570935614776),3,Brooklyn,315,48,41,22,8,Avenue Y and East 29th Street,Brooklyn,06/15/2018,-73.94123107,40.59157057,X,AREA OF MINIMAL FLOOD HAZARD,3,Sheepshead Bay-Manhattan Beach-Gerritsen Beach
POINT (-73.90883265544159 40.864665555926656),2,Bronx,207,14,78,31,13,Sedgwick Avenue and 300' south of Bailey Avenue,Bronx,01/16/2023,-73.90883266,40.86466556,X,AREA OF MINIMAL FLOOD HAZARD,,University Heights (North)-Fordham
POINT (-74.22488504950515 40.53240415046328),5,Staten Island,503,51,62,24,11,Veterans Road West and Englewood Avenue,Staten Island,07/30/2022,-74.22488505,40.53240415,X,AREA OF MINIMAL FLOOD HAZARD,,Tottenville-Charleston
POINT (-73.87536076914937 40.6827493099407),3,Brooklyn,305,37,54,18,7,Fulton Street at Chestnut Street,Brooklyn,06/16/2020,-73.87536077,40.68274931,X,AREA OF MINIMAL FLOOD HAZARD,,Cypress Hills
POINT (-73.8512297388447 40.858576277682445),2,Bronx,211,13,80,36,15,Pelham Parkway (WB) between Pearsall Avenue and Throop Avenue (mid-block),Bronx,05/06/2022,-73.85122974,40.85857628,X,AREA OF MINIMAL FLOOD HAZARD,,Pelham Gardens
POINT (-73.8838319131071 40.88046744518273),2,Bronx,207,11,80,33,15,Jerome Avenue with Mosholu East and West Parkway,Bronx,06/22/2021,-73.88383183,40.88046699,X,AREA OF MINIMAL FLOOD HAZARD,,Norwood
POINT (-73.94377004528631 40.71090078406582),3,Brooklyn,301,34,53,18,7,Graham Avenue and Maujer Street (500' South),Brooklyn,01/15/2016,-73.94376997,40.71090023,X,AREA OF MINIMAL FLOOD HAZARD,,East Williamsburg
POINT (-73.84478887393955 40.72016521904566),4,Queens,406,29,28,14,6,Austin Street with 71st Avenue and Continental Avenue,Queens,04/03/2017,-73.84478898,40.72016452,X,AREA OF MINIMAL FLOOD HAZARD,,Forest Hills
POINT (-73.95099531779928 40.71022166315323),3,Brooklyn,301,34,53,18,7,Union Avenue and Maujer Street,Brooklyn,08/18/2021,-73.95099523,40.71022112,X,AREA OF MINIMAL FLOOD HAZARD,6,Williamsburg
POINT (-73.8635700589428 40.71827862284293),4,Queens,406,29,28,15,6,Woodhaven Boulevard and 66th Avenue,Queens,07/03/2019,-73.86357013,40.71827795,X,AREA OF MINIMAL FLOOD HAZARD,,Rego Park
POINT (-73.73384011259562 40.67546393298967),4,Queens,413,31,29,14,5,Laurelton Parkway and 133rd Avenue,Queens,01/10/2022,-73.73384041,40.67546312,X,AREA OF MINIMAL FLOOD HAZARD,6,Rosedale
POINT (-73.8656733130253 40.75762993172117),4,Queens,403,21,35,13,14,Northern Boulevard and 103rd Street,Queens,08/07/2019,-73.86567333,40.75762924,X,AREA OF MINIMAL FLOOD HAZARD,,East Elmhurst
POINT (-73.96411318303323 40.799771969238975),1,Manhattan,107,7,69,30,13,West 106th Street between Amsterdam Avenue and Columbus Avenue (mid-block),Manhattan,04/20/2022,-73.962867,40.799235,X,AREA OF MINIMAL FLOOD HAZARD,,Upper West Side-Manhattan Valley
